FECHA;TIPO;DOCUMENTO;ORGANIZACION;CUIT;CONDICIONIVA;NETOGRAV21;IVA21;NETOGRAV10_5;IVA10_5;NETOGRAV27;IVA27;NETOGRAV2_5;IVA2_5;NETOGRAV5;IVA5;RETENCIONIVA;PERCEPCIONIVA;PERCEPCIONIIBB;IMPUESTOSINTERNOS;NOGRAVADOEXENTOYGANANCIAS;TOTAL
2017-09-03;Factura;B-0001-00000062;Etigand S.A.;30-54894145-5;EX;24793.39;5206.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30000.00
2017-09-15;Factura;B-0001-00000063;Ferrari Hnos S.A.;30-54369854-6;EX;28925.62;6074.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35000.00
2017-09-30;Factura;A-0001-00000120;Galardon S.A.;30-75245987-7;RI;10000.00;2100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12100.00
2017-10-01;Factura;A-0001-00000121;Amazon Group;23-22934163-4;RI;61500.00;12915.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;74415.00
2017-10-15;Factura;B-0001-00000064;Horacio Aguirre;21-24159753-6;MT;5206.61;1093.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6300.00
2017-10-25;Factura;A-0001-00000122;Jameson SRL;30-70062331-5;RI;18900.00;3969.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22869.00
2017-10-30;Factura;B-0001-00000065;Etigand S.A.;30-54894145-5;EX;28925.62;6074.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35000.00
2017-11-01;Factura;A-0001-00000123;Horizonte S.A.;30-44444444-0;RI;74510.00;15647.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90157.10
2017-11-10;Factura;B-0001-00000066;Ferrari Hnos S.A.;30-54369854-6;EX;10413.22;2186.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12600.00
2017-11-30;Factura;A-0001-00000124;Jameson SRL;30-70062331-5;RI;23560.00;4947.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28507.60
2017-11-30;Factura;A-0001-00000125;Horizonte S.A.;30-44444444-0;RI;20000.00;4200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24200.00
2017-12-01;Factura;B-0001-00000067;Ferrari Hnos S.A.;30-54369854-6;EX;26033.06;5466.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31500.00
2017-12-10;Factura;A-0001-00000126;Berker S.R.L;30-65412441-2;RI;83000.00;17430.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100430.00
2017-12-31;Factura;A-0001-00000127;Berker S.R.L;30-65412441-2;RI;30000.00;6300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36300.00
2018-01-01;Factura;B-0001-00000068;Ferrari Hnos S.A.;30-54369854-6;EX;61983.47;13016.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;75000.00
2018-01-25;Factura;B-0001-00000069;Etigand S.A.;30-54894145-5;EX;54876.03;11523.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66400.00
2018-01-31;Factura;A-0001-00000128;Hernandez S.A.;30-70871119-1;RI;31500.00;6615.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38115.00
2018-02-02;Factura;A-0001-00000129;Berker S.R.L;30-65412441-2;RI;31500.00;6615.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38115.00
2018-02-10;Factura;B-0001-00000070;Etigand S.A.;30-54894145-5;EX;2500.00;525.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;900.00;0.00;0.00;3925.00
2018-02-15;Factura;A-0001-00000130;Horizonte S.A.;30-44444444-0;RI;25800.00;5418.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31218.00
2018-02-21;Factura;A-0001-00000131;Ignition S.A.C.I;30-45789321-9;RI;92490.00;19422.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5549.40;0.00;0.00;117462.30
2018-02-28;Factura;A-0001-00000132;Jameson SRL;30-70062331-5;RI;15500.00;3255.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18755.00
2018-03-01;Factura;A-0001-00000133;Donadelli S.R.L;30-74123875-4;RI;65000.00;13650.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3900.00;0.00;0.00;82550.00
2018-03-08;Factura;A-0001-00000134;Galardon S.A.;30-75245987-7;RI;65000.00;13650.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;78650.00
2018-03-14;Factura;B-0001-00000071;Javier Moroni;20-11501678-5;MT;53719.01;11280.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;65000.00
2018-03-31;Factura;A-0001-00000135;Nicolasen y Asociados S.A.;30-70012345-2;RI;15000.00;3150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18150.00
2018-04-02;Factura;A-0001-00000136;Hernandez S.A.;30-70871119-1;RI;58000.00;12180.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;70180.00
2018-04-10;Factura;A-0001-00000137;Horizonte S.A.;30-44444444-0;RI;12500.00;2625.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15125.00
2018-04-17;Factura;A-0001-00000138;Galardon S.A.;30-75245987-7;RI;19000.00;3990.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22990.00
2018-04-29;Factura;B-0001-00000072;Etigand S.A.;30-54894145-5;EX;100000.00;21000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;121000.00
2018-04-30;Factura;A-0001-00000139;Galardon S.A.;30-75245987-7;RI;16200.00;3402.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19602.00
2018-04-30;Factura;B-0001-00000073;Javier Moroni;20-11501678-5;MT;11570.25;2429.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14000.00
2018-05-01;Factura;A-0001-00000140;Berker S.R.L;30-65412441-2;RI;15000.00;3150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;500.00;0.00;0.00;18650.00
2018-05-04;Factura;B-0001-00000074;Ferrari Hnos S.A.;30-54369854-6;EX;20661.16;4338.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1500.00;0.00;0.00;26500.00
2018-05-08;Factura;A-0001-00000141;Ignition S.A.C.I;30-45789321-9;RI;18000.00;3780.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2000.00;0.00;0.00;23780.00
2018-05-12;Factura;A-0001-00000142;Nicolasen y Asociados S.A.;30-70012345-2;RI;192500.00;40425.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;232925.00
2018-05-18;Factura;A-0001-00000143;Horizonte S.A.;30-44444444-0;RI;43200.00;9072.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52272.00
2018-06-01;Factura;B-0001-00000075;Javier Moroni;20-11501678-5;MT;13223.14;2776.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16000.00
2018-06-08;Factura;A-0001-00000144;Donadelli S.R.L;30-74123875-4;RI;15000.00;3150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18150.00
2018-06-19;Factura;A-0001-00000145;Galardon S.A.;30-75245987-7;RI;60000.00;12600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2400.00;0.00;0.00;75000.00
2018-06-25;Factura;B-0001-00000076;Etigand S.A.;30-54894145-5;EX;12396.69;2603.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15000.00
2018-06-26;Factura;A-0001-00000146;Donadelli S.R.L;30-74123875-4;RI;15000.00;3150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18150.00
2018-06-28;Factura;B-0001-00000077;Javier Moroni;20-11501678-5;MT;6000.00;1260.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7260.00
2018-06-30;Factura;A-0001-00000147;Manganello S.R.L;30-45852145-6;RI;60000.00;12600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72600.00
2018-06-30;Factura;A-0001-00000148;Hernandez S.A.;30-70871119-1;RI;18000.00;3780.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21780.00
2018-06-30;Factura;A-0001-00000149;Manganello S.R.L;30-45852145-6;RI;18500.00;3885.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22385.00
2018-06-30;Factura;A-0001-00000150;Manganello S.R.L;30-45852145-6;RI;24000.00;5040.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1000.00;0.00;0.00;30040.00
2018-06-30;Factura;A-0001-00000151;Nicolasen y Asociados S.A.;30-70012345-2;RI;25200.00;5292.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30492.00
2018-06-30;Factura;B-0001-00000078;Javier Moroni;20-11501678-5;MT;26446.28;5553.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32000.00
2018-07-01;Factura;B-0001-00000079;Javier Moroni;20-11501678-5;MT;23140.50;4859.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28000.00
2018-07-03;Factura;A-0001-00000152;Nicolasen y Asociados S.A.;30-70012345-2;RI;85000.00;17850.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;102850.00
2018-07-05;Factura;A-0001-00000153;Manganello S.R.L;30-45852145-6;RI;12000.00;2520.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14520.00
2018-07-08;Factura;A-0001-00000154;Hernandez S.A.;30-70871119-1;RI;35000.00;7350.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42350.00
2018-07-12;Factura;B-0001-00000080;Javier Moroni;20-11501678-5;MT;31404.96;6595.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38000.00
2018-07-14;Factura;A-0001-00000155;Donadelli S.R.L;30-74123875-4;RI;75000.00;15750.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90750.00
2018-07-20;Factura;B-0001-00000081;Etigand S.A.;30-54894145-5;EX;24380.17;5119.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29500.00
2018-07-28;Factura;A-0001-00000156;Nicolasen y Asociados S.A.;30-70012345-2;RI;45000.00;9450.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;54450.00
2018-08-01;Factura;B-0001-00000082;Javier Moroni;20-11501678-5;MT;37190.08;7809.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45000.00
2018-08-04;Factura;A-0001-00000157;Nicolasen y Asociados S.A.;30-70012345-2;RI;59500.00;12495.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71995.00
2018-08-08;Factura;A-0001-00000158;Manganello S.R.L;30-45852145-6;RI;12500.00;2625.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15125.00
2018-08-14;Factura;A-0001-00000159;Hernandez S.A.;30-70871119-1;RI;42000.00;8820.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50820.00
2018-08-21;Factura;B-0001-00000083;Javier Moroni;20-11501678-5;MT;20661.16;4338.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25000.00
2018-08-26;Factura;A-0001-00000160;Donadelli S.R.L;30-74123875-4;RI;26000.00;5460.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31460.00
2018-08-29;Factura;B-0001-00000084;Etigand S.A.;30-54894145-5;EX;73140.50;15359.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;88500.00
2018-08-30;Factura;A-0001-00000161;Nicolasen y Asociados S.A.;30-70012345-2;RI;24600.00;5166.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29766.00
2018-08-31;Factura;A-0001-00000162;Jameson SRL;30-70062331-5;RI;28500.00;5985.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;34485.00
2018-09-01;Factura;A-0001-00000163;Galardon S.A.;30-75245987-7;RI;5890.00;1236.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7126.90
2018-09-05;Nota Débito;A-0001-00000001;Jameson SRL;30-70062331-5;RI;700.00;147.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;847.00
